tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,district_number,year,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,Number_of_Houses,employed
tile_r3_c2,2,2,0.0,0.0,20,2009,"4,6","42,7",10286.0,7240.0,46490,,"64,9"
tile_r3_c20,102,95,1445.729,78.42,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c21,89,78,2359.335,115.442,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c22,4,4,0.0,0.0,23,2009,"3,6","42,5",5854.0,4983.0,28732,,"65,1"
tile_r3_c23,25,23,925.637,93.561,23,2009,"3,6","42,5",5854.0,4983.0,28732,,"65,1"
tile_r3_c24,58,52,1394.23,83.049,23,2009,"3,6","42,5",5854.0,4983.0,28732,,"65,1"
tile_r3_c25,43,36,1334.401,126.207,23,2009,"3,6","42,5",5854.0,4983.0,28732,,"65,1"
tile_r3_c26,0,0,0.0,0.0,23,2009,"3,6","42,5",5854.0,4983.0,28732,,"65,1"
tile_r3_c3,0,0,0.0,0.0,20,2009,"4,6","42,7",10286.0,7240.0,46490,,"64,9"
tile_r3_c4,0,0,0.0,0.0,20,2009,"4,6","42,7",10286.0,7240.0,46490,,"64,9"
tile_r3_c5,0,0,0.0,0.0,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c6,0,0,0.0,0.0,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c7,39,32,2987.913,303.097,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c8,23,16,9093.404,104.671,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r3_c9,78,64,6292.595,310.893,21,2009,"3,9","42,2",12995.0,10837.0,65279,,"66,1"
tile_r40_c0,109,99,3084.706,108.808,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r40_c1,152,142,1747.859,253.537,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r40_c10,90,81,4482.039,331.257,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c11,110,100,2683.474,898.13,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c12,18,11,10774.439,424.323,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c13,29,21,10789.262,747.35,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c14,22,17,3076.674,436.978,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c15,34,30,5087.477,178.911,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c16,90,80,3516.933,215.513,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c17,78,66,3305.318,341.497,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c18,45,41,3541.439,116.862,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c19,58,48,7639.256,596.44,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c2,124,113,2654.845,78.478,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r40_c20,55,47,2571.929,95.823,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c21,4,3,156.823,25.147,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c22,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r40_c23,12,12,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r40_c24,0,0,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r40_c25,12,11,98.525,43.164,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r40_c26,0,0,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r40_c3,54,44,2301.627,259.54,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c4,65,59,3198.965,378.051,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c5,86,78,2454.252,189.002,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c6,61,49,15427.484,360.847,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c7,33,26,6776.95,1323.143,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c8,13,7,8353.816,604.311,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r40_c9,33,26,14567.526,2251.051,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c0,118,99,5160.188,416.509,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r41_c1,151,135,4612.41,248.646,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r41_c10,111,99,3728.071,288.652,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c11,37,34,805.852,54.496,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c12,57,46,10284.758,340.306,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c13,85,76,2986.086,138.274,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c14,39,35,4393.356,79.538,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c15,103,90,3278.677,552.234,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c16,97,88,2382.673,109.031,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c17,73,65,3159.236,121.226,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c18,32,27,1023.828,45.534,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c19,18,14,3404.06,27.912,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c2,108,97,2996.913,280.201,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r41_c20,71,57,9192.21,312.933,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c21,37,31,3630.991,221.123,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c22,36,33,670.613,27.584,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r41_c23,18,16,9585.955,272.726,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r41_c24,1,1,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r41_c25,15,10,5953.124,344.886,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r41_c26,1,1,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r41_c3,66,45,11246.978,925.345,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c4,15,10,7621.838,438.547,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c5,48,38,9746.918,652.255,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c6,46,41,6936.263,175.164,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c7,28,21,12380.629,558.695,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c8,20,17,11723.878,1730.797,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r41_c9,37,28,10628.513,865.439,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c0,8,6,1696.081,51.586,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r42_c1,5,3,810.581,765.276,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r42_c10,58,45,3903.649,251.679,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c11,11,11,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c12,84,75,6296.762,241.428,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c13,64,55,2189.144,207.097,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c14,34,25,6902.286,184.452,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c15,72,61,6273.725,702.366,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c16,43,36,7392.877,154.365,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c17,14,10,6981.236,513.567,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c18,11,6,13067.999,376.693,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c19,33,29,5153.996,155.905,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c2,40,34,1127.585,314.225,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r42_c20,41,36,4242.622,255.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c21,28,15,10190.057,500.709,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c22,71,65,17782.667,240.085,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c23,33,26,7319.595,152.754,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r42_c24,29,25,1730.488,76.474,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r42_c25,10,8,286.459,26.196,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r42_c26,0,0,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r42_c3,53,43,3547.555,832.748,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r42_c4,18,13,5988.233,86.644,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r42_c5,41,29,8936.032,455.705,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r42_c6,47,43,2978.697,658.56,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r42_c7,37,33,2456.923,169.192,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r42_c8,13,9,717.167,84.904,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r42_c9,33,28,12778.358,494.186,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c0,8,5,1310.73,160.929,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r43_c1,8,6,1236.406,25.843,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r43_c10,101,93,4476.49,270.378,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c11,36,31,4172.036,267.267,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c12,134,115,4100.498,316.091,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c13,151,135,6538.377,290.251,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c14,68,51,6805.812,411.59,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c15,47,41,6098.933,539.494,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c16,84,75,1895.91,131.221,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c17,28,21,5575.292,225.892,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c18,13,9,4499.231,166.535,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c19,26,21,3152.762,100.397,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c2,86,77,5338.103,272.866,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c20,41,31,6788.413,284.924,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c21,14,10,5250.677,265.581,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c22,20,14,8256.079,147.465,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c23,20,18,238.992,80.088,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r43_c24,60,47,2933.915,472.524,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r43_c25,21,15,2660.0,147.418,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r43_c26,1,1,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r43_c3,54,47,2843.387,318.45,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c4,41,33,7042.213,637.035,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c5,83,75,9337.543,439.878,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c6,69,56,6029.741,1136.65,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c7,27,27,0.0,0.0,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c8,6,4,1545.251,29.116,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r43_c9,19,14,11276.006,606.069,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c0,6,5,38.185,2.978,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r44_c1,27,22,1365.297,176.751,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r44_c10,151,143,4707.826,195.906,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c11,43,36,5468.893,1325.054,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c12,111,102,2417.038,244.613,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c13,136,129,1376.377,185.428,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c14,121,110,2189.418,264.412,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c15,46,38,10415.501,903.992,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c16,33,25,6167.304,750.288,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c17,21,16,2350.462,139.696,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c18,10,5,9340.019,247.2,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c19,20,13,7588.434,523.633,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c2,145,135,3074.868,234.05,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c20,32,23,5696.879,381.066,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c21,23,17,10644.33,869.946,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c22,6,4,474.016,144.391,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c23,19,16,4843.272,282.805,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r44_c24,19,15,1701.088,383.959,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r44_c25,40,35,5829.393,314.127,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r44_c26,1,1,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r44_c3,120,101,5236.235,731.622,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c4,51,41,13490.472,1214.839,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c5,89,81,3721.368,138.296,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c6,93,78,3662.599,264.126,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c7,32,29,2139.481,28.164,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c8,13,10,10070.52,763.279,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r44_c9,18,10,21975.61,635.712,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c0,17,9,4177.429,1235.746,16,2009,"5,9","42,1",20187.0,17353.0,103732,,"66,9"
tile_r45_c1,109,95,4112.762,327.448,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r45_c10,27,19,14530.051,532.476,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c11,36,30,2009.718,156.471,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c12,116,104,9660.487,142.327,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c13,154,136,4204.902,257.117,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c14,83,74,2111.274,245.618,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c15,67,57,2689.137,152.472,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c16,71,57,4535.705,285.585,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c17,20,17,3281.993,145.111,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c18,42,39,1020.009,160.697,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c19,26,23,2254.013,140.83,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c2,157,141,4159.418,352.191,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c20,26,21,5314.047,299.455,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c21,27,22,6534.135,779.019,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c22,6,4,2510.393,250.382,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c23,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c24,3,2,400.084,16.122,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r45_c25,4,3,12838.042,119.838,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r45_c26,1,1,0.0,0.0,12,2009,"3,8","40,2",10088.0,8031.0,63720,,"73,6"
tile_r45_c3,137,118,4004.972,533.334,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c4,146,135,2265.975,169.677,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c5,57,50,3055.424,225.04,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c6,41,36,8059.356,140.725,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c7,10,9,3318.448,39.642,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c8,13,9,14977.471,1696.047,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r45_c9,29,18,15401.872,920.254,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c0,64,57,4086.986,438.427,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r46_c1,131,118,4094.177,260.347,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r46_c10,24,18,8067.214,1168.965,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c11,48,36,2072.061,502.563,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c12,106,95,4697.022,210.942,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c13,24,21,608.549,36.853,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c14,17,13,3347.517,240.625,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c15,95,78,5289.988,169.459,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c16,51,40,2374.422,157.87,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c17,6,5,338.092,12.738,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c18,1,1,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c19,51,46,843.612,114.617,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c2,146,126,5203.303,367.609,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r46_c20,36,31,1379.647,126.281,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c21,13,8,2277.174,305.894,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c22,7,5,500.977,44.666,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c23,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c24,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c25,9,5,23811.475,659.964,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c26,6,4,1276.63,5.628,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c3,156,144,3426.021,194.15,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r46_c4,146,135,3066.155,211.245,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r46_c5,97,82,5349.262,940.859,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r46_c6,65,59,6450.058,298.563,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r46_c7,7,6,648.18,1.382,14,2009,"5,3","41,6",7219.0,5740.0,39787,,"69,6"
tile_r46_c8,1,1,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r46_c9,11,6,2366.231,442.534,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c0,131,117,4357.055,266.012,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c1,130,117,3207.337,218.764,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c10,22,19,1048.904,726.043,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c11,62,54,3518.927,309.114,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c12,103,92,5516.366,300.27,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c13,58,52,4059.144,454.542,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c14,35,27,1611.196,305.506,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c15,35,30,1378.522,73.263,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c16,4,3,203.947,16.987,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c17,7,5,1223.914,53.818,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c18,30,22,4282.38,167.81,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c19,29,26,1732.583,92.44,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c2,104,94,2174.594,250.428,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c20,6,4,700.371,39.157,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c21,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c22,1,1,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c23,12,11,2477.486,220.009,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c24,13,8,3068.297,64.489,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c25,15,12,4557.678,96.19,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c26,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c3,141,118,5239.498,334.925,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c4,119,101,7406.822,355.402,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c5,70,60,3974.306,339.521,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c6,73,67,1927.209,117.022,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c7,97,87,3139.843,241.566,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r47_c8,15,12,1213.757,55.045,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r47_c9,4,1,989.499,119.212,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c0,160,148,3035.582,169.542,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r48_c1,117,108,2476.463,184.091,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r48_c10,46,42,1090.004,99.971,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c11,79,66,5473.707,217.763,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c12,59,50,4541.114,233.78,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c13,26,22,1854.71,41.844,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c14,14,11,669.856,53.308,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c15,0,0,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c16,8,7,315.622,12.74,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c17,76,67,2566.031,227.38,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c18,75,68,2273.737,132.675,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c19,23,20,1659.566,82.782,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c2,110,100,2370.604,183.115,15,2009,"3,5",39,9335.0,12681.0,60879,,"66,6"
tile_r48_c20,4,3,561.032,268.047,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c21,7,3,797.913,176.772,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c22,10,7,403.785,61.215,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c23,15,12,551.083,32.461,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
tile_r48_c24,2,2,0.0,0.0,13,2009,"3,4","43,1",15787.0,11165.0,76684,,"67,1"
